age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,predicted_output,actual_output
65,5,1,0,308,0,0,0,1,11,400,1,-1,0,1,1
30,1,2,3,6281,0,0,0,21,0,149,2,-1,0,1,1
38,9,1,2,3234,0,0,0,18,9,578,2,-1,0,1,1
36,9,1,2,571,1,1,0,31,5,46,3,-1,0,0,0
38,4,1,2,4293,1,0,0,6,8,92,2,250,2,0,0
26,4,2,2,1177,0,0,0,19,10,116,1,-1,0,1,0
59,4,2,2,7668,0,0,0,5,1,124,1,-1,0,0,0
64,5,1,2,2139,0,0,0,14,10,632,2,-1,0,1,0
80,5,1,0,1861,0,0,1,14,0,563,2,-1,0,1,0
35,9,1,1,294,1,0,0,15,6,238,6,98,5,0,0
46,1,1,1,640,1,0,0,11,11,108,2,129,2,0,1
48,4,1,2,1147,0,0,0,5,1,389,1,64,2,1,1
48,0,1,1,660,0,0,0,18,3,318,1,561,2,1,1
34,0,2,1,151,1,0,0,12,8,590,1,370,1,1,1
66,5,1,1,2326,0,1,0,18,3,232,1,181,1,1,1
32,9,1,2,3850,1,0,0,20,0,63,4,-1,0,0,0
49,1,1,0,408,0,0,0,12,1,559,4,-1,0,1,1
30,0,2,1,523,0,1,0,12,6,136,3,101,1,0,0
52,4,1,1,5193,0,0,0,23,0,477,2,-1,0,1,0
29,4,2,2,874,1,0,0,16,7,231,1,181,2,0,1
47,2,1,2,0,0,0,1,18,9,103,2,-1,0,0,0
43,4,1,2,-183,0,0,0,24,5,65,1,-1,0,0,0
49,7,1,0,468,0,0,0,5,1,608,2,-1,0,1,0
31,4,1,2,0,1,1,0,28,5,664,8,-1,0,0,1
34,1,1,1,-58,1,1,2,28,8,157,2,-1,0,0,0
29,9,2,1,590,0,0,0,25,8,124,1,-1,0,0,1
25,8,2,1,1608,0,0,0,30,0,664,2,-1,0,1,1
30,1,2,1,971,1,0,0,17,0,283,1,317,2,0,0
37,9,1,2,341,0,0,0,13,1,287,3,182,3,1,1
51,4,2,2,-55,1,0,0,11,8,281,2,266,6,0,0
33,4,2,2,1304,1,0,0,18,8,536,2,-1,0,1,1
46,0,2,1,1544,1,0,2,29,8,609,1,-1,0,0,0
26,9,2,1,855,1,0,2,28,8,87,2,-1,0,0,0
48,3,1,1,3570,0,0,0,5,6,58,2,-1,0,0,0
45,1,1,1,192,1,0,0,13,8,154,5,176,1,0,0
43,9,1,1,4056,0,0,0,4,8,13,6,89,2,0,0
29,9,2,2,2178,0,0,0,22,10,260,2,139,1,1,1
54,4,1,2,1938,1,0,1,31,5,81,7,-1,0,0,0
38,1,2,1,2580,1,0,0,8,0,1691,2,264,3,1,1
52,4,1,2,575,0,0,2,3,6,315,1,-1,0,0,0
26,10,2,2,77,0,0,0,26,0,175,1,-1,0,1,1
59,9,1,1,259,0,0,0,18,7,224,1,-1,0,1,1
34,0,1,1,1406,1,0,0,20,1,63,2,85,1,0,1
32,4,0,2,294,1,0,0,17,0,1095,1,274,5,1,1
47,0,1,1,1265,0,0,0,7,1,137,2,-1,0,0,0
26,4,2,2,222,0,0,0,26,10,318,1,120,3,1,1
35,1,1,1,0,1,1,2,29,8,543,1,-1,0,0,1
68,5,1,1,0,0,0,0,22,6,586,1,-1,0,1,1
32,4,1,2,62,1,0,1,13,9,45,1,-1,0,0,0
33,4,2,2,3143,0,0,0,29,6,421,2,-1,0,1,1
37,10,2,1,443,0,0,0,29,4,1600,1,-1,0,1,1
30,7,2,2,1788,0,0,0,4,1,288,1,181,2,1,1
47,7,2,1,3644,0,0,2,9,6,83,2,-1,0,0,0
56,3,2,2,1947,0,0,2,30,7,110,1,-1,0,0,1
35,9,2,1,16,1,0,0,8,0,903,1,-1,0,1,1
54,5,0,2,349,1,0,0,12,8,176,2,175,1,0,0
49,4,1,2,413,0,1,0,31,5,196,4,-1,0,0,0
57,0,2,1,2223,0,0,0,12,1,1064,1,-1,0,1,1
34,0,1,2,69,0,1,0,25,9,296,1,205,2,1,1
57,4,1,2,1227,0,0,0,5,6,232,1,-1,0,1,1
25,1,2,1,303,0,0,0,18,7,265,1,-1,0,1,1
44,1,2,0,36,1,0,0,15,8,551,1,371,2,1,1
58,1,1,1,25,0,0,2,9,6,486,3,-1,0,0,1
42,4,1,3,1519,0,0,0,19,5,268,1,-1,0,0,1
52,9,1,2,7,0,1,2,5,8,175,1,-1,0,0,0
38,7,2,0,-87,1,0,0,13,8,531,1,-1,0,1,0
20,1,2,1,423,1,0,0,16,0,498,1,-1,0,1,1
29,10,2,0,1374,0,0,0,17,9,309,3,208,4,1,1
79,5,0,0,2787,0,0,1,13,5,617,1,377,1,1,1
32,9,1,1,616,1,0,0,27,1,118,7,-1,0,0,0
46,9,1,2,4176,1,0,2,12,6,153,6,-1,0,0,0
39,0,1,1,260,1,0,0,13,9,226,1,94,4,1,1
26,4,2,2,9447,0,0,0,4,11,113,1,100,2,1,0
59,5,0,1,914,0,0,0,28,4,192,1,-1,0,0,0
37,9,2,1,1211,1,0,2,21,8,795,1,-1,0,1,1
22,8,2,1,948,0,0,1,18,1,215,1,197,2,1,1
65,4,0,2,90,1,0,0,22,0,416,1,-1,0,1,1
26,4,2,2,170,0,0,0,15,6,129,1,-1,0,1,1
47,3,2,0,2785,1,0,0,13,8,570,1,-1,0,1,1
27,8,2,1,91,0,0,1,4,2,157,6,95,37,0,0
56,4,1,2,830,1,1,2,6,8,1201,1,-1,0,1,1
57,4,0,2,8897,1,0,0,12,1,865,2,-1,0,1,1
61,5,1,1,1058,0,0,0,27,5,218,2,91,3,1,1
26,8,2,1,132,0,0,0,4,6,217,1,-1,0,1,1
31,4,1,2,216,0,0,0,22,5,47,1,-1,0,0,0
34,7,2,1,313,1,0,0,14,5,634,3,-1,0,1,0
30,6,1,2,2666,0,0,0,4,8,781,3,89,1,1,1
30,6,2,1,192,0,0,0,22,5,423,1,-1,0,1,0
41,1,2,1,75,1,0,2,1,5,479,9,-1,0,0,1
41,1,1,0,3140,1,0,2,13,8,87,9,-1,0,0,0
31,0,1,1,3,1,0,0,28,5,37,12,-1,0,0,0
49,1,1,3,51,1,0,2,7,8,984,1,-1,0,1,0
28,0,2,1,377,0,0,0,30,0,571,1,-1,0,1,1
50,1,1,0,859,1,1,1,9,3,56,5,196,7,0,0
28,7,2,1,340,1,0,0,24,5,821,2,-1,0,1,1
33,4,2,2,1909,0,0,0,8,1,191,2,-1,0,0,0
60,6,1,0,46,1,0,2,6,8,202,4,-1,0,0,0
33,1,1,1,19,1,0,0,4,3,56,1,271,1,0,0
30,4,2,2,222,1,0,0,12,1,112,4,-1,0,0,0
35,6,1,1,5613,1,0,0,28,5,699,3,-1,0,1,1
43,6,1,1,14144,1,0,0,21,9,504,1,-1,0,1,1
36,1,1,1,1772,0,0,2,5,6,208,1,-1,0,0,1
47,9,1,1,644,0,0,1,28,4,54,3,160,13,0,0
36,4,0,2,-978,1,0,0,13,8,62,3,-1,0,0,0
48,1,1,1,1230,1,0,0,12,9,169,1,196,2,0,1
28,7,2,1,198,0,0,0,5,5,128,2,-1,0,0,1
30,6,2,2,916,0,0,0,29,2,449,2,-1,0,1,1
45,4,1,2,10,0,0,0,26,1,133,7,-1,0,0,0
27,9,2,1,1842,1,1,0,18,8,687,2,300,1,1,0
56,5,1,1,393,0,1,0,26,5,183,1,221,2,1,1
30,4,2,2,398,0,0,0,24,0,235,2,-1,0,1,1
62,3,1,1,2,0,0,0,3,9,322,1,-1,0,1,1
31,0,2,1,3950,1,0,0,21,9,529,1,-1,0,1,1
55,1,1,0,158,1,0,2,15,8,176,18,-1,0,0,0
55,9,1,1,264,1,1,0,31,5,1150,5,-1,0,1,1
30,8,2,2,228,1,0,0,13,8,314,2,-1,0,0,1
29,6,2,2,300,0,0,0,3,3,125,1,-1,0,0,0
35,4,2,2,538,0,0,0,22,2,410,3,165,2,1,1
36,0,2,3,1815,0,0,2,5,6,387,1,-1,0,0,0
32,1,1,0,3136,1,0,0,19,9,820,1,-1,0,1,1
51,7,0,1,9,0,0,2,18,6,371,2,-1,0,0,1
35,8,2,1,188,1,0,0,16,3,75,3,200,5,0,1
35,7,1,1,4170,1,0,2,20,8,1777,1,-1,0,1,1
53,1,1,1,1093,1,1,2,16,6,244,3,-1,0,0,0
48,0,1,1,112,0,0,0,18,1,139,5,-1,0,0,0
49,9,1,2,3726,0,0,0,5,1,875,2,-1,0,1,1
47,7,1,1,0,1,0,1,9,5,250,1,-1,0,0,0
28,9,2,2,676,0,0,0,5,3,1138,2,-1,0,1,1
32,8,2,2,1138,0,0,1,10,3,402,3,-1,0,0,1
74,5,0,1,4079,0,0,0,19,10,343,3,-1,0,1,1
41,1,1,1,2689,1,0,0,15,0,135,1,-1,0,0,1
67,0,1,0,1093,0,0,1,8,5,64,3,-1,0,0,0
38,9,2,2,5122,1,0,0,20,9,370,1,184,1,1,0
34,9,2,2,184,1,0,0,30,5,87,3,-1,0,0,0
39,8,2,2,1107,1,0,1,20,0,407,4,-1,0,0,0
23,8,2,1,1809,0,0,0,8,5,414,2,-1,0,1,1
46,4,1,2,3,0,0,0,18,1,92,4,-1,0,0,0
34,4,1,2,0,1,0,0,30,0,300,1,86,1,1,1
45,0,1,1,205,0,0,0,4,1,180,1,92,3,1,1
34,0,1,1,560,1,0,2,5,8,198,3,-1,0,0,0
45,1,1,0,5461,1,0,0,20,9,841,2,-1,0,1,1
58,1,1,1,1457,1,0,0,8,5,144,4,-1,0,0,0
32,4,2,2,2974,1,0,0,24,0,227,1,4,1,1,1
30,4,2,2,6392,1,0,0,5,8,335,1,-1,0,0,0
41,1,1,1,580,1,0,0,14,8,874,1,363,1,1,1
56,5,1,1,5879,0,0,2,20,6,237,3,-1,0,0,0
37,9,1,1,0,0,0,2,18,6,236,1,-1,0,0,0
42,9,0,2,2611,1,0,0,25,6,300,1,389,3,1,1
41,11,1,3,779,0,0,0,30,5,647,10,-1,0,1,0
56,4,0,2,4266,1,0,2,17,6,490,4,-1,0,0,1
58,7,1,0,2946,1,0,0,14,8,467,1,-1,0,1,1
32,9,2,2,5514,0,0,0,22,0,319,1,182,1,1,1
47,1,1,1,2548,1,0,0,11,8,577,1,368,1,1,0
28,0,1,2,174,1,1,0,11,3,56,1,184,2,0,0
27,10,2,1,771,0,0,0,21,10,181,1,302,3,1,1
48,4,1,1,0,1,1,0,3,9,1233,1,351,2,1,1
32,1,2,1,400,0,0,0,4,8,268,3,-1,0,1,1
27,8,2,2,13107,1,0,0,6,0,661,1,314,2,1,1
36,0,2,2,994,0,0,0,13,1,185,2,105,3,1,0
49,9,1,1,5244,0,0,0,25,1,60,4,-1,0,0,0
30,7,1,1,5,0,1,0,10,5,829,5,-1,0,1,1
27,7,2,1,302,0,0,0,3,5,203,1,-1,0,0,1
37,1,2,1,847,0,0,2,20,6,54,1,-1,0,0,0
38,0,1,2,4297,0,0,0,7,1,206,2,-1,0,0,1
45,0,1,1,524,1,0,0,23,5,808,1,-1,0,1,1
34,4,1,2,101,0,0,0,8,1,472,2,-1,0,1,0
38,1,2,2,172,1,0,0,1,0,1176,1,-1,0,1,1
34,2,0,2,262,0,0,0,20,9,371,1,-1,0,1,0
51,0,1,1,949,0,0,0,5,1,1092,1,-1,0,1,1
43,9,0,1,-36,1,0,0,17,9,190,1,104,1,1,0
46,4,1,2,4,0,0,0,8,1,1206,4,-1,0,1,1
49,10,1,0,11,1,0,1,31,5,166,8,-1,0,0,0
37,7,2,1,278,1,0,2,3,6,1045,3,-1,0,1,1
46,7,0,3,3390,0,0,2,20,6,152,3,-1,0,0,0
57,2,0,2,873,0,0,2,17,6,441,3,-1,0,1,0
38,4,1,2,165,1,0,0,17,0,526,1,260,2,1,1
27,1,2,1,2486,1,0,2,29,8,733,1,-1,0,1,1
34,4,0,2,500,1,0,2,29,8,399,1,-1,0,0,0
29,4,2,2,2531,0,0,0,19,1,634,1,-1,0,1,1
40,5,1,2,794,0,0,2,9,8,138,1,-1,0,0,0
42,7,0,1,444,0,0,0,21,9,171,1,-1,0,0,0
53,9,1,0,6181,0,0,0,14,5,817,2,209,3,1,1
34,2,1,2,105,1,0,2,28,8,249,2,-1,0,0,0
25,9,2,1,1199,0,0,0,1,6,287,1,-1,0,1,1
56,9,1,2,1062,0,0,2,20,6,37,2,-1,0,0,0
34,7,1,0,31,0,1,0,9,5,53,3,-1,0,0,0
35,4,2,2,805,0,0,0,17,11,613,1,-1,0,1,0
27,7,2,1,195,1,0,0,25,3,416,3,-1,0,1,1
30,6,2,2,3343,0,0,0,1,6,235,1,-1,0,1,1
59,5,1,0,5521,1,1,2,13,8,94,1,-1,0,0,0
53,7,1,0,8918,1,0,1,23,5,173,2,-1,0,0,0
57,3,1,0,2785,0,0,0,11,1,610,4,-1,0,1,1
47,1,1,0,209,0,0,0,27,1,77,6,-1,0,0,0
40,1,2,3,24,1,0,2,5,8,185,1,-1,0,0,0
30,4,1,2,233,1,0,2,14,8,382,10,-1,0,0,0
47,0,0,1,555,1,1,1,17,10,478,1,-1,0,1,1
38,9,1,1,381,1,0,2,29,8,126,2,-1,0,0,0
30,1,2,0,395,0,0,0,21,9,429,1,-1,0,1,0
43,4,2,2,2067,1,0,2,8,8,756,1,-1,0,1,1
34,0,1,0,0,1,1,0,14,8,1020,1,-1,0,1,1
31,4,1,2,1164,1,1,0,18,5,238,3,-1,0,0,0
42,0,2,1,684,0,0,0,4,6,207,1,-1,0,1,1
42,7,2,2,94,1,0,0,11,1,176,2,90,4,1,1
35,9,1,1,1368,0,0,0,27,8,329,1,41,2,1,1
47,7,1,1,1111,0,0,2,20,6,415,4,-1,0,1,0
30,4,1,2,1390,0,0,0,20,1,552,4,-1,0,1,0
39,4,1,2,1836,0,0,0,6,1,902,3,-1,0,1,1
32,4,2,2,1966,0,0,0,18,1,176,3,-1,0,0,0
57,0,0,1,3100,0,1,0,29,5,165,2,-1,0,0,0
46,7,0,1,5,1,1,0,29,4,305,2,-1,0,0,0
28,8,2,2,844,0,0,0,16,0,551,2,-1,0,1,1
37,9,2,2,197,0,0,0,15,3,531,1,91,2,1,1
63,4,1,2,5112,0,0,1,13,9,2184,2,95,3,1,1
36,9,1,1,480,0,0,0,20,10,213,1,-1,0,1,1
41,4,0,2,1757,0,0,0,22,0,314,1,239,13,1,1
55,7,1,2,606,0,1,0,18,9,114,2,-1,0,0,0
26,2,1,2,144,0,1,0,25,5,730,1,-1,0,1,0
27,1,2,1,535,0,0,0,15,3,171,1,91,2,1,1
50,0,1,1,3608,1,0,0,13,9,176,2,197,2,0,1
41,7,1,1,241,1,1,2,4,6,144,1,-1,0,0,0
43,7,0,1,-287,1,0,0,20,0,580,4,-1,0,1,0
59,10,1,1,1047,0,0,0,18,3,83,3,-1,0,0,1
43,4,2,2,0,0,0,0,11,1,155,2,-1,0,0,0
41,10,0,1,271,1,0,2,19,6,196,2,-1,0,0,0
55,0,1,1,602,0,0,0,1,6,324,3,90,2,1,1
34,8,2,3,1011,0,0,0,1,6,253,1,-1,0,1,1
32,9,2,2,5514,0,0,1,22,10,181,1,-1,0,0,1
49,7,1,1,-301,1,0,0,12,8,187,4,-1,0,0,0
46,4,1,2,349,0,0,0,14,8,466,4,88,3,1,1
59,5,1,0,0,0,0,0,5,6,493,2,-1,0,1,1
57,3,1,2,2326,0,0,0,28,10,207,1,194,1,1,1
52,1,1,1,5828,1,0,1,13,8,276,2,-1,0,0,0
33,0,2,1,3160,0,0,2,18,6,719,13,-1,0,1,0
31,6,1,2,322,1,0,2,8,8,159,1,-1,0,0,0
31,9,1,2,313,1,0,0,27,1,114,2,-1,0,0,0
27,8,2,2,4869,1,0,0,15,8,258,2,343,4,1,0
67,4,1,2,405,0,0,0,10,9,344,2,95,2,1,1
29,4,2,2,874,1,0,0,16,11,152,1,103,1,1,1
42,1,1,1,165,1,0,2,23,8,333,2,-1,0,0,0
51,4,1,2,0,1,1,0,19,1,263,1,84,1,1,0
45,4,0,2,854,0,1,0,8,5,730,1,-1,0,1,1
34,10,1,1,438,1,1,0,9,0,272,1,323,1,0,0
30,1,0,1,457,1,0,2,20,6,115,20,-1,0,0,0
41,1,1,1,5517,1,0,0,10,5,584,1,-1,0,1,1
36,7,1,1,145,1,0,0,2,3,109,1,252,2,0,0
43,4,1,2,8,0,0,0,11,1,95,4,-1,0,0,0
42,4,1,2,478,0,1,0,8,5,165,1,-1,0,0,0
60,5,1,2,2196,0,0,0,15,6,318,3,-1,0,1,0
30,7,2,1,495,1,0,0,21,9,641,1,-1,0,1,1
28,4,2,2,80,0,0,0,20,10,676,2,146,2,1,1
41,4,1,1,3096,1,0,0,24,5,273,6,-1,0,0,0
40,1,1,0,13,1,0,2,4,5,178,1,-1,0,0,0
59,4,1,2,2764,0,0,0,18,3,459,1,56,3,1,0
37,1,1,1,105,1,0,2,8,8,69,2,-1,0,0,0
28,4,2,2,320,1,0,0,30,0,239,1,-1,0,0,0
42,0,0,1,-249,1,0,0,14,5,149,3,-1,0,0,0
58,9,0,1,-354,1,1,0,7,5,98,1,-1,0,0,0
58,4,2,2,1387,1,0,1,3,3,140,6,6,6,0,0
25,1,2,1,2007,0,0,0,12,4,265,2,-1,0,0,1
39,3,1,0,267,0,0,2,9,6,1151,5,-1,0,1,0
29,9,2,1,-13,1,0,0,14,8,512,3,-1,0,1,0
49,1,1,1,2039,1,0,0,6,8,451,1,169,2,1,1
26,6,2,2,2857,0,0,0,3,5,446,1,-1,0,1,1
55,4,1,3,1504,1,0,0,22,8,338,2,-1,0,0,1
25,9,2,1,7103,1,0,0,28,8,188,3,10,1,0,1
31,4,1,2,2344,1,0,0,14,1,221,6,-1,0,0,0
41,9,2,2,1646,1,0,0,5,1,172,3,92,8,1,1
29,4,2,2,-27,0,0,0,13,8,270,1,-1,0,1,1
31,9,1,1,7369,0,0,0,19,1,204,4,-1,0,0,0
60,0,1,2,1614,0,0,0,20,1,921,6,-1,0,1,1
34,0,2,1,1352,1,0,0,20,0,126,1,334,3,0,0
51,1,1,1,984,1,0,1,7,0,353,4,-1,0,0,0
57,4,1,2,5,1,0,0,8,5,96,1,-1,0,0,0
42,4,1,2,-700,1,0,2,14,8,110,1,-1,0,0,0
46,10,1,1,2940,1,0,2,29,8,195,2,-1,0,0,0
52,9,2,1,436,0,1,2,22,7,95,1,-1,0,0,1
46,1,1,0,7934,1,0,2,19,8,123,1,-1,0,0,0
39,7,1,1,3870,1,0,0,20,0,72,1,-1,0,0,0
33,1,1,0,50,1,0,0,7,8,246,2,-1,0,0,0
36,4,1,2,396,0,0,0,13,1,67,5,-1,0,0,0
32,0,1,1,366,0,0,0,14,4,366,2,-1,0,0,1
32,9,1,2,240,1,1,0,14,5,86,3,-1,0,0,0
49,4,1,2,1,0,0,1,13,1,640,2,101,4,1,1
36,4,2,2,7606,1,0,2,30,8,917,1,-1,0,1,1
42,2,2,3,323,0,0,2,16,6,617,1,-1,0,0,1
52,5,0,2,-309,1,0,2,19,6,500,2,-1,0,1,1
33,0,2,1,1437,1,0,2,21,8,641,1,-1,0,0,0
46,10,0,1,0,0,0,0,30,5,638,3,-1,0,1,0
39,4,1,2,756,1,0,2,2,6,268,1,-1,0,0,0
38,9,1,1,497,0,0,2,14,0,173,1,-1,0,1,1
33,4,0,1,5,1,0,2,13,8,1346,1,-1,0,1,1
42,2,1,1,1002,0,0,2,20,6,109,3,-1,0,0,0
27,6,2,2,4574,0,0,0,12,1,187,2,-1,0,0,0
26,8,2,1,100,0,0,0,26,8,445,1,-1,0,1,1
48,6,1,2,0,0,0,0,29,4,1249,3,-1,0,1,1
57,4,1,3,0,0,0,0,30,11,585,1,-1,0,1,0
46,9,0,1,3455,1,0,2,14,8,566,2,-1,0,1,0
34,1,1,1,4622,1,1,2,20,8,217,1,-1,0,0,0
39,9,1,2,1293,0,0,0,3,6,140,2,-1,0,1,1
78,5,0,0,2787,0,0,1,1,5,372,1,-1,0,1,1
33,4,2,2,131,1,0,0,12,10,209,3,427,2,1,1
55,5,0,1,-268,0,1,0,24,5,1417,1,-1,0,1,1
51,1,1,0,0,0,0,0,20,9,85,1,-1,0,0,0
34,3,1,1,0,1,0,2,30,10,154,1,-1,0,1,1
47,0,1,1,1210,0,0,0,26,10,604,1,91,4,1,1
42,1,2,0,156,1,0,1,15,8,7,4,371,5,0,0
25,7,2,2,130,1,0,0,16,5,49,1,-1,0,0,0
35,0,1,2,318,1,1,0,1,10,142,1,-1,0,1,0
47,9,0,1,440,0,0,0,29,4,147,1,-1,0,0,0
37,1,1,1,4321,0,0,0,5,6,657,1,-1,0,1,1
52,4,1,2,659,0,0,0,23,5,517,4,-1,0,1,0
35,1,2,1,40,1,0,2,9,8,617,4,-1,0,0,1
53,3,0,1,292,0,0,2,12,6,92,2,-1,0,0,0
38,2,2,1,2543,0,0,0,10,1,223,1,414,4,1,1
57,6,1,1,2109,0,0,0,21,1,107,6,-1,0,0,0
33,9,1,1,221,1,0,0,13,8,669,1,355,4,1,1
51,3,1,0,618,1,1,0,4,3,69,1,-1,0,0,0
28,7,2,1,60,0,1,0,29,4,248,1,-1,0,0,0
36,1,1,0,1177,0,0,0,15,0,330,1,311,4,1,1
28,0,1,1,5,1,0,0,18,5,121,1,-1,0,0,0
33,7,2,1,1852,0,0,1,25,3,371,1,204,3,1,0
43,9,0,0,13,0,1,0,9,5,977,4,-1,0,1,0
43,4,1,3,5172,1,0,2,29,8,57,3,-1,0,0,0
31,4,0,2,254,0,0,0,18,1,1576,8,-1,0,1,1
56,1,1,3,260,1,0,1,30,5,250,2,-1,0,0,0
64,5,1,1,588,0,0,0,16,5,574,1,179,3,1,1
46,4,1,2,110,1,1,0,20,1,243,5,-1,0,0,0
25,1,1,1,0,0,1,0,15,5,1424,4,-1,0,1,1
36,4,1,2,532,1,0,0,14,8,603,1,-1,0,1,0
78,5,1,2,1204,0,0,1,17,9,135,1,-1,0,0,1
35,4,0,2,26,0,0,0,16,0,78,2,-1,0,0,1
45,4,1,2,1529,0,0,0,30,6,160,1,-1,0,1,0
28,9,2,1,593,1,0,2,19,6,202,1,-1,0,0,0
20,8,2,1,215,0,0,0,24,9,325,1,95,5,1,1
37,0,1,1,10465,0,0,2,17,6,144,6,-1,0,0,0
27,1,2,0,232,1,0,0,26,10,701,2,-1,0,1,1
55,5,0,1,2204,0,0,0,22,3,261,1,264,1,1,1
30,8,2,2,7529,0,0,0,20,0,175,6,183,1,1,1
45,2,1,1,242,0,1,0,4,3,510,1,198,4,1,0
37,1,1,0,106,1,0,0,25,1,511,1,392,13,1,1
58,0,1,1,92,1,0,2,27,8,180,1,-1,0,0,0
39,10,2,1,2645,1,0,2,21,8,339,3,-1,0,0,0
32,3,1,0,-184,1,0,0,6,3,129,2,197,1,0,0
68,5,1,0,451,0,0,0,5,7,373,1,-1,0,1,1
69,5,1,0,324,0,0,0,4,3,136,4,-1,0,0,1
28,7,2,1,217,1,0,0,9,3,379,3,-1,0,0,0
33,4,2,2,20,0,0,0,21,1,329,2,-1,0,0,0
59,11,0,3,27,0,0,2,5,8,347,3,-1,0,0,0
22,8,2,1,185,0,0,0,8,5,153,1,-1,0,0,1
47,0,1,2,12276,0,0,2,20,6,77,5,-1,0,0,0
34,2,1,2,121,1,0,1,18,8,57,6,-1,0,0,0
35,10,2,1,127,1,0,1,14,9,162,1,-1,0,0,1
54,0,1,0,976,1,0,2,3,6,137,3,-1,0,0,0
44,4,1,2,4119,1,1,1,21,9,1074,1,-1,0,1,1
54,4,0,2,-449,1,0,0,14,8,691,1,-1,0,1,1
44,9,2,1,54,0,1,0,19,1,199,2,-1,0,0,0
47,0,1,1,70,1,0,0,5,0,144,4,374,2,0,1
35,4,2,2,1162,0,0,0,30,0,175,1,-1,0,0,1
30,11,2,3,6929,0,0,0,19,9,341,1,-1,0,1,0
59,1,1,0,6212,1,0,0,5,8,574,2,-1,0,0,0
27,1,1,1,4333,0,0,0,20,0,163,1,-1,0,1,1
31,4,1,2,2603,1,0,0,11,3,280,4,-1,0,0,1
60,5,0,2,-134,0,0,0,12,8,243,1,271,4,1,0
55,7,2,1,1539,0,0,2,20,6,65,2,-1,0,0,0
44,1,1,1,105,1,0,0,20,0,586,1,-1,0,1,1
31,0,1,1,54,1,0,0,21,9,226,1,-1,0,0,0
57,5,1,1,1044,0,0,1,11,4,585,1,192,2,1,1
33,1,2,1,697,0,0,0,6,3,860,2,-1,0,1,1
30,6,2,2,655,0,0,0,23,11,272,4,184,1,1,1
34,4,2,2,0,1,1,0,26,8,197,2,98,1,1,0
30,1,1,1,282,1,1,2,23,8,148,2,-1,0,0,0
37,0,2,1,1097,1,0,0,21,9,1555,2,-1,0,1,1
60,5,1,1,5267,0,0,0,4,11,520,1,-1,0,1,1
61,4,1,2,6016,0,0,0,2,3,670,3,-1,0,1,1
42,10,1,1,356,1,0,0,7,8,787,3,356,2,1,1
28,1,2,1,38,1,0,2,23,8,31,1,-1,0,0,0
33,1,1,1,370,1,0,0,8,0,249,1,-1,0,0,0
26,0,2,1,712,1,0,2,6,8,232,1,-1,0,0,0
43,4,1,2,79,0,0,0,26,8,640,1,-1,0,1,1
32,7,2,1,1168,1,0,0,16,9,411,1,-1,0,1,1
30,6,2,2,578,1,0,2,2,6,142,4,-1,0,0,0
30,1,2,1,-93,1,0,2,27,8,149,2,-1,0,0,0
38,2,1,1,-272,0,1,2,17,6,143,2,-1,0,0,0
67,5,1,2,701,0,0,0,6,1,254,2,-1,0,1,1
35,4,1,2,178,0,0,0,14,1,76,2,-1,0,0,0
32,9,2,2,195,1,0,0,22,1,239,2,-1,0,0,0
44,1,1,0,6,0,0,0,10,5,338,9,-1,0,0,0
47,3,0,1,1453,0,0,2,12,6,303,1,-1,0,0,0
33,1,1,1,285,0,1,2,3,5,267,1,-1,0,0,0
33,9,1,1,390,0,0,0,13,1,460,2,-1,0,1,0
54,0,1,3,140,0,0,1,27,0,473,2,182,2,1,1
41,2,1,1,707,0,0,2,18,6,707,1,-1,0,1,1
24,8,2,2,834,0,0,0,9,11,679,1,-1,0,1,1
28,1,1,0,-196,0,0,0,7,5,209,1,-1,0,0,0
36,4,0,2,0,0,0,0,4,1,1165,1,-1,0,1,1
36,1,2,1,2596,0,0,2,18,6,60,6,-1,0,0,0
54,3,1,0,3151,0,0,2,18,6,350,7,-1,0,0,0
24,8,2,1,1250,0,0,0,25,7,411,2,-1,0,1,1
41,2,2,0,7264,0,1,2,1,5,125,3,-1,0,0,0
51,5,1,1,1435,0,0,2,11,6,587,1,-1,0,0,1
55,4,0,1,204,1,0,0,11,5,1973,2,-1,0,1,1
28,1,1,0,115,1,0,2,28,8,78,4,-1,0,0,0
57,9,1,3,1617,1,0,2,7,8,96,2,-1,0,0,0
49,0,0,1,1718,0,1,0,5,1,211,1,-1,0,0,1
43,3,1,1,150,0,0,1,28,5,290,7,-1,0,0,0
54,9,2,1,198,1,1,0,17,9,120,1,171,2,0,0
43,9,1,1,4945,1,0,0,3,11,219,3,185,2,1,1
40,7,2,1,573,1,0,0,14,8,329,1,-1,0,0,0
48,1,0,1,501,1,0,0,15,8,12,5,-1,0,0,0
35,4,1,2,2161,0,0,0,9,11,569,3,-1,0,1,1
39,9,2,1,391,0,1,0,30,5,962,4,-1,0,1,1
28,4,2,2,1414,1,0,0,8,5,294,1,521,1,1,1
54,4,1,2,588,0,0,0,13,1,327,1,-1,0,0,0
45,4,1,1,446,0,0,0,6,1,304,3,-1,0,0,1
31,1,1,1,557,1,1,2,27,8,185,1,-1,0,0,0
32,0,2,2,272,1,0,0,7,10,73,2,-1,0,0,0
40,9,2,2,47,1,0,0,5,8,159,1,365,1,0,0
40,4,2,2,171,0,0,0,19,1,1241,3,-1,0,1,0
33,4,1,2,1514,0,0,0,10,1,447,1,728,2,1,1
